type	study.study_short_name	image_collection_record_id	image_collection_name	image_type_included	image_collection_url	repository_name	collection_access	crdc_id
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-552018	imperium_in_imperio	NM	id_quod_plerumque_accidit	id_quod_plerumque_accidit	Cloud	id_quod_plerumque_accidit
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-824431	scientia_et_labor	PT	faber_est_suae_quisque_fortunae	Gallia_est_omnis_divisa_in_partes_tres	Download	nascentes_morimur_finisque_ab_origine_pendet
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-480943	Gallia_est_omnis_divisa_in_partes_tres	US	O_Tite_tute_Tati_tibi_tanta_tyranne_tulisti	pace_tua	Download	nascentes_morimur_finisque_ab_origine_pendet
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-837151	nanos_gigantum_humeris_insidentes	MR	haec_olim_meminisse_iuvabit	Obedientia_civium_urbis_felicitas	Unrestricted	pace_tua
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-875612	a_bene_placito	MR	nanos_gigantum_humeris_insidentes	barba_crescit_caput_nescit	Cloud	cacatum_non_est_pictum
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-530762	id_quod_plerumque_accidit	US	nanos_gigantum_humeris_insidentes	scientiae_et_patriae	Unrestricted	nascentes_morimur_finisque_ab_origine_pendet
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-828596	barba_crescit_caput_nescit	US	barba_crescit_caput_nescit	pace_tua	Download	damnant_quod_non_intellegunt
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-747145	nanos_gigantum_humeris_insidentes	MR	a_bene_placito	salus_in_arduis	Cloud	pace_tua
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-265815	sapiens_qui_prospicit	PT	scientia_et_sapientia	nanos_gigantum_humeris_insidentes	Unrestricted	a_bene_placito
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-101289	id_quod_plerumque_accidit	PT	e_causa_ignota	Obedientia_civium_urbis_felicitas	Download	labor_ipse_voluptas
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-322816	barba_crescit_caput_nescit	MR	sapiens_qui_prospicit	Obedientia_civium_urbis_felicitas	Cloud	scientia_et_sapientia
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-765308	O_Tite_tute_Tati_tibi_tanta_tyranne_tulisti	DX	scientia,_aere_perennius	labor_ipse_voluptas	Unrestricted	sapiens_qui_prospicit
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-846791	nascentes_morimur_finisque_ab_origine_pendet	PT	saltus_in_demonstrando	saltus_in_demonstrando	Cloud	imperium_in_imperio
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-503638	Obedientia_civium_urbis_felicitas	US	scientiae_et_patriae	nascentes_morimur_finisque_ab_origine_pendet	Cloud	scientia,_aere_perennius
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-922319	scientia_et_sapientia	PT	scientia_et_labor	damnant_quod_non_intellegunt	Cloud	damnant_quod_non_intellegunt
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-552775	scientia,_aere_perennius	NM	barba_crescit_caput_nescit	scientiae_cedit_mare	Cloud	O_Tite_tute_Tati_tibi_tanta_tyranne_tulisti
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-167159	scientia_et_sapientia	US	imperium_in_imperio	id_quod_plerumque_accidit	Download	scientiae_cedit_mare
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-410221	barba_crescit_caput_nescit	US	nascentes_morimur_finisque_ab_origine_pendet	imperium_in_imperio	Download	scientiae_cedit_mare
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-676477	saltus_in_demonstrando	CT	damnant_quod_non_intellegunt	scientiae_et_patriae	Download	e_causa_ignota
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-382115	nanos_gigantum_humeris_insidentes	PT	imperium_in_imperio	haec_olim_meminisse_iuvabit	Unrestricted	sapiens_qui_prospicit
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-942488	damnant_quod_non_intellegunt	US	Obedientia_civium_urbis_felicitas	scientia_et_labor	Cloud	scientiae_et_patriae
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-800771	id_quod_plerumque_accidit	CT	e_causa_ignota	Gallia_est_omnis_divisa_in_partes_tres	Unrestricted	nanos_gigantum_humeris_insidentes
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-859007	Gallia_est_omnis_divisa_in_partes_tres	NM	scientia_et_labor	saltus_in_demonstrando	Cloud	nascentes_morimur_finisque_ab_origine_pendet
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-274370	O_Tite_tute_Tati_tibi_tanta_tyranne_tulisti	NM	pace_tua	cacatum_non_est_pictum	Unrestricted	scientia_et_labor
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-934846	labor_ipse_voluptas	US	Obedientia_civium_urbis_felicitas	damnant_quod_non_intellegunt	Unrestricted	scientia_et_labor
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-622217	Gallia_est_omnis_divisa_in_partes_tres	CT	sapiens_qui_prospicit	scientia,_aere_perennius	Download	scientia_et_sapientia
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-521793	Obedientia_civium_urbis_felicitas	PT	barba_crescit_caput_nescit	scientiae_cedit_mare	Unrestricted	damnant_quod_non_intellegunt
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-281885	saltus_in_demonstrando	CT	id_quod_plerumque_accidit	salus_in_arduis	Download	damnant_quod_non_intellegunt
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-746112	haec_olim_meminisse_iuvabit	DX	haec_olim_meminisse_iuvabit	scientia_et_labor	Cloud	scientia_et_labor
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-791084	a_bene_placito	MR	Macte_animo_Generose_puer_sic_itur_ad_astra	nascentes_morimur_finisque_ab_origine_pendet	Unrestricted	labor_ipse_voluptas
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-166883	O_Tite_tute_Tati_tibi_tanta_tyranne_tulisti	CT	cacatum_non_est_pictum	scientia_imperii_decus_et_tutamen	Download	a_bene_placito
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-302866	damnant_quod_non_intellegunt	CT	nanos_gigantum_humeris_insidentes	salus_in_arduis	Download	haec_olim_meminisse_iuvabit
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-771516	scientia,_aere_perennius	CT	Macte_animo_Generose_puer_sic_itur_ad_astra	faber_est_suae_quisque_fortunae	Unrestricted	nascentes_morimur_finisque_ab_origine_pendet
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-816351	O_Tite_tute_Tati_tibi_tanta_tyranne_tulisti	CT	e_causa_ignota	sapiens_qui_prospicit	Cloud	scientia,_aere_perennius
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-677762	scientiae_et_patriae	CT	id_quod_plerumque_accidit	scientiae_et_patriae	Download	barba_crescit_caput_nescit
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-394379	Obedientia_civium_urbis_felicitas	PT	sapiens_qui_prospicit	O_Tite_tute_Tati_tibi_tanta_tyranne_tulisti	Download	faber_est_suae_quisque_fortunae
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-850267	Macte_animo_Generose_puer_sic_itur_ad_astra	US	scientiae_cedit_mare	Obedientia_civium_urbis_felicitas	Download	scientiae_et_patriae
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-446292	O_Tite_tute_Tati_tibi_tanta_tyranne_tulisti	DX	e_causa_ignota	Obedientia_civium_urbis_felicitas	Download	imperium_in_imperio
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-581379	faber_est_suae_quisque_fortunae	CT	e_causa_ignota	scientia_et_labor	Cloud	haec_olim_meminisse_iuvabit
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-912649	faber_est_suae_quisque_fortunae	DX	scientiae_et_patriae	Gallia_est_omnis_divisa_in_partes_tres	Cloud	nanos_gigantum_humeris_insidentes
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-257803	salus_in_arduis	MR	scientia_et_labor	damnant_quod_non_intellegunt	Unrestricted	scientia,_aere_perennius
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-799070	faber_est_suae_quisque_fortunae	US	haec_olim_meminisse_iuvabit	id_quod_plerumque_accidit	Download	saltus_in_demonstrando
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-612652	scientia_et_labor	PT	scientia_imperii_decus_et_tutamen	haec_olim_meminisse_iuvabit	Unrestricted	O_Tite_tute_Tati_tibi_tanta_tyranne_tulisti
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-273928	scientia,_aere_perennius	MR	e_causa_ignota	pace_tua	Download	damnant_quod_non_intellegunt
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-859875	haec_olim_meminisse_iuvabit	US	scientiae_cedit_mare	a_bene_placito	Cloud	faber_est_suae_quisque_fortunae
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-472342	saltus_in_demonstrando	NM	a_bene_placito	nascentes_morimur_finisque_ab_origine_pendet	Download	haec_olim_meminisse_iuvabit
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-472821	cacatum_non_est_pictum	MR	barba_crescit_caput_nescit	nascentes_morimur_finisque_ab_origine_pendet	Cloud	saltus_in_demonstrando
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-494811	cacatum_non_est_pictum	PT	Gallia_est_omnis_divisa_in_partes_tres	cacatum_non_est_pictum	Download	pace_tua
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-696092	saltus_in_demonstrando	PT	sapiens_qui_prospicit	Obedientia_civium_urbis_felicitas	Download	salus_in_arduis
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-709542	a_bene_placito	MR	Obedientia_civium_urbis_felicitas	barba_crescit_caput_nescit	Download	saltus_in_demonstrando
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-272285	labor_ipse_voluptas	DX	salus_in_arduis	O_Tite_tute_Tati_tibi_tanta_tyranne_tulisti	Download	Gallia_est_omnis_divisa_in_partes_tres
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-908674	scientiae_cedit_mare	CT	damnant_quod_non_intellegunt	scientiae_et_patriae	Cloud	scientia,_aere_perennius
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-177748	scientiae_cedit_mare	DX	imperium_in_imperio	imperium_in_imperio	Cloud	scientia_et_sapientia
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-950244	salus_in_arduis	DX	barba_crescit_caput_nescit	saltus_in_demonstrando	Unrestricted	pace_tua
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-919590	pace_tua	NM	scientia,_aere_perennius	faber_est_suae_quisque_fortunae	Unrestricted	sapiens_qui_prospicit
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-541635	Gallia_est_omnis_divisa_in_partes_tres	MR	Gallia_est_omnis_divisa_in_partes_tres	cacatum_non_est_pictum	Cloud	O_Tite_tute_Tati_tibi_tanta_tyranne_tulisti
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-311177	scientia_et_labor	DX	id_quod_plerumque_accidit	id_quod_plerumque_accidit	Download	scientiae_et_patriae
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-776872	id_quod_plerumque_accidit	PT	scientiae_cedit_mare	saltus_in_demonstrando	Cloud	Macte_animo_Generose_puer_sic_itur_ad_astra
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-122713	scientia,_aere_perennius	PT	e_causa_ignota	e_causa_ignota	Cloud	nanos_gigantum_humeris_insidentes
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-958342	barba_crescit_caput_nescit	US	barba_crescit_caput_nescit	imperium_in_imperio	Unrestricted	haec_olim_meminisse_iuvabit
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-289917	scientia,_aere_perennius	US	damnant_quod_non_intellegunt	O_Tite_tute_Tati_tibi_tanta_tyranne_tulisti	Download	a_bene_placito
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-359833	Obedientia_civium_urbis_felicitas	US	Obedientia_civium_urbis_felicitas	scientia_et_labor	Cloud	imperium_in_imperio
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-679637	scientia_et_sapientia	PT	imperium_in_imperio	Obedientia_civium_urbis_felicitas	Download	a_bene_placito
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-794286	scientiae_et_patriae	MR	scientiae_et_patriae	nascentes_morimur_finisque_ab_origine_pendet	Cloud	Obedientia_civium_urbis_felicitas
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-312010	O_Tite_tute_Tati_tibi_tanta_tyranne_tulisti	DX	haec_olim_meminisse_iuvabit	scientia_et_sapientia	Unrestricted	Macte_animo_Generose_puer_sic_itur_ad_astra
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-159855	labor_ipse_voluptas	CT	saltus_in_demonstrando	Gallia_est_omnis_divisa_in_partes_tres	Unrestricted	scientia_et_labor
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-611178	saltus_in_demonstrando	DX	salus_in_arduis	saltus_in_demonstrando	Unrestricted	labor_ipse_voluptas
